Category,Tool,Latest Version,License,Stage
"Build, Test, Deploy",symfony/polyfill-apcu,v1.27.0,,
"Build, Test, Deploy",symfony/polyfill-ctype,v1.27.0,,
"Build, Test, Deploy",symfony/polyfill-iconv,v1.27.0,,
"Build, Test, Deploy",symfony/polyfill-intl-idn,v1.27.0,,
"Build, Test, Deploy",symfony/polyfill-intl-normalizer,v1.27.0,,
"Build, Test, Deploy",symfony/polyfill-mbstring,v1.27.0,,
"Build, Test, Deploy",symfony/polyfill-php72,v1.27.0,,
"Build, Test, Deploy",symfony/process,v6.2.5,,
"Build, Test, Deploy",symfony/property-access,v6.2.5,,
"Build, Test, Deploy",symfony/property-info,v6.2.5,,
"Build, Test, Deploy",symfony/security-bundle,v6.2.6,,
"Build, Test, Deploy",symfony/serializer,v6.2.5,,
"Build, Test, Deploy",symfony/stopwatch,v6.1.11,,
"Build, Test, Deploy",symfony/swiftmailer-bundle,v3.5.4,,
"Build, Test, Deploy",symfony/symfony,v7.0.0-RC1,,
"Build, Test, Deploy",symfony/translation,v6.2.5,,
"Build, Test, Deploy",symfony/translation-contracts,v3.2.1,,
"Build, Test, Deploy",symfony/twig-bundle,v6.3.0-BETA1,,
"Build, Test, Deploy",symfony/validator,v6.2.5,,
"Build, Test, Deploy",symfony/var-dumper,v6.2.5,,
"Build, Test, Deploy",symfony/web-link,v6.2.5,,
"Build, Test, Deploy",symfony/web-profiler-bundle,v6.2.5,,
"Build, Test, Deploy",symfony/yaml,v6.0.19,,
"Build, Test, Deploy",System.js,6.15.1,MIT,Approved
"Build, Test, Deploy",TeamCity,,,Restricted
"Build, Test, Deploy",tecnickcom/tcpdf,6.6.5,,
"Build, Test, Deploy",tedivm/stash,v0.17.6,,
"Build, Test, Deploy",Terraform,1.9.3,MPL-2.0,Approved
"Build, Test, Deploy",Terraform Registry,1.4.6,MPL-2.0,Approved
"Build, Test, Deploy",Test Kitchen,3.6.0,,Trial
"Build, Test, Deploy",TestCafe,3.6.2,MIT,Restricted
"Build, Test, Deploy",testify,1.9.0,MIT,Approved
"Build, Test, Deploy",Testling,1.7.5,MIT,Restricted
"Build, Test, Deploy",TestNG,7.10.2,Apache-2.0,Approved
"Build, Test, Deploy",tomli,2.0.1,,
"Build, Test, Deploy",tooltipster,4.2.8,,
"Build, Test, Deploy",Travis CI,,,Restricted
"Build, Test, Deploy",tslint,,,Approved
"Build, Test, Deploy",tsx,4.9.5,,
"Build, Test, Deploy",turndown,7.1.3,,
"Build, Test, Deploy",twig/extra-bundle,v3.5.0,,
"Build, Test, Deploy",twig/twig,v3.7.1,,
"Build, Test, Deploy",unittest,,,Restricted
"Build, Test, Deploy",Vagrant,2.4.1,MIT,Approved
"Build, Test, Deploy",vault,1.17.2,MPL-2.0,Approved
"Build, Test, Deploy",vimeo/psalm,5.14.1,,
"Build, Test, Deploy",Visual Studio,,,Approved
"Build, Test, Deploy",Visual Studio Code,1.92.0,MIT,Approved
"Build, Test, Deploy",vite,5.2.10,,
"Build, Test, Deploy",vite,5.3.5,MIT,
"Build, Test, Deploy",vlucas/phpdotenv,v5.6.0,,
"Build, Test, Deploy",Webpack,5.93.0,MIT,Approved
"Build, Test, Deploy",wercker,,,Restricted
"Build, Test, Deploy",wp-coding-standards/wpcs,3.0.1,,
"Build, Test, Deploy",XGBoost,2.1.1,Apache-2.0,Restricted
"Build, Test, Deploy",xUnit,2.5.0,,Approved
"Build, Test, Deploy",yarn,2.4.3,,Approved
"Build, Test, Deploy",Yeoman,,,Trial
"Build, Test, Deploy",Zepto,1.2.0,,
"Build, Test, Deploy",Zookeeper,,,
"Build, Test, Deploy",zuul,,,Restricted
Collaboration,Acunote,,,Approved
Collaboration,Azure Active Directory,,,Approved
Collaboration,Confluence,,,Approved
Collaboration,Flow,,,
Collaboration,Front,,,Approved
Collaboration,Mana,,,Prohibited
Collaboration,ora,8.0.1,,
Collaboration,Simple,,,Approved
Collaboration,stack,,,Prohibited
Collaboration,Timezone,,,Restricted
Collaboration,Translate,,,
Communications,Amazon SNS,,,Approved
Communications,Context.IO,,,Restricted
Communications,Dialogflow,,,Approved
Communications,LangChain,,,Approved
Communications,MailKit,3.4.0,MIT,Restricted
Communications,nodemailer,6.9.14,,Approved
Communications,OpenAI,,,Restricted
Communications,twilio,5.0.4,,Restricted
Communications,Twilio SendGrid,,,Approved
Communications,Vercel AI SDK,,,Trial
Data Stores,ActiveMQ,,Apache-2.0,Approved
Data Stores,Amazon Athena,,,Approved
Data Stores,Amazon DynamoDB,,,Approved
Data Stores,Amazon ElastiCache,,,Approved
Data Stores,Amazon RDS,,,Approved
Data Stores,Amazon S3,,,Approved
Data Stores,Amazon SQS,,,Approved
Data Stores,Apache Spark,,Apache-2.0,Approved
Data Stores,Azure Cosmos DB,,,Approved
Data Stores,Azure Service Bus,,,Approved
Data Stores,Azure SQL Database,,,Approved
Data Stores,Azure Storage,,,Approved
Data Stores,Bull,4.16.0,,
Data Stores,celery,5.4.0,,Restricted
Data Stores,Cloud DB for Mysql,,,Approved
Data Stores,Compose,,,
Data Stores,Confluent,,,Approved
Data Stores,CouchDB,,Apache-2.0,Approved
Data Stores,Cron,3.1.7,,Approved
Data Stores,Dapper,2.1.44,,Approved
Data Stores,dat,,BSD-3-Clause,Approved
Data Stores,DB,,MIT,Approved
Data Stores,DbGate,5.3.1,GPL-3.0,Prohibited
Data Stores,Doctrine 2,,,Restricted
Data Stores,Ehcache,3.10.8,Apache-2.0,Restricted
Data Stores,ent,0.14.0,Apache-2.0,Approved
Data Stores,Entity Framework,6.5.1,Apache-2.0,Approved
Data Stores,Entity Framework Core,8.0.7,MIT,Approved
Data Stores,Google BigQuery,,,Restricted
Data Stores,Google Cloud Storage,,,Approved
Data Stores,GORM,,MIT,Restricted
Data Stores,GraphiQL,1.0.9,MIT,Approved
Data Stores,H2 Database,,,Restricted
Data Stores,Hadoop,,Apache-2.0,Restricted
Data Stores,Hangfire,1.8.13,,Approved
Data Stores,Hazelcast,5.5.0,,Restricted
Data Stores,Heroku Postgres,,,Restricted
Data Stores,Hibernate,,,Approved
Data Stores,HSQLDB,,,Trial
Data Stores,jOOQ,,,Restricted
Data Stores,JSONlite,1.1.5,Apache-2.0,Trial
Data Stores,Kafka,,Apache-2.0,Approved
Data Stores,Kafka REST,,,
Data Stores,Kafka Streams,,,Approved
Data Stores,Kue,0.11.6,MIT,
Data Stores,Liquibase,4.29.1,Apache-2.0,Trial
Data Stores,LiteDB,5.0.21,MIT,Trial
Data Stores,MariaDB,,GPL-2.0,Restricted
Data Stores,Massive,4.8.2,,
Data Stores,MediatR,12.4.0,Apache-2.0,Restricted
Data Stores,Mentat,0.11.1,Apache-2.0,Restricted
Data Stores,Microsoft SQL Server,,,Restricted
Data Stores,migra,,Unlicense,Restricted
Data Stores,Minio,,AGPL-3.0,
Data Stores,MongoDB,6.6.1,,Restricted
Data Stores,Mongoose,8.5.2,MIT,Restricted
Data Stores,mssql,,,Approved
Data Stores,Mule runtime engine,,,Restricted
Data Stores,MySQL,,,Restricted
Data Stores,NCache,,,Restricted
Data Stores,Neo4j,3.2.0,GPL-3.0,
Data Stores,NHibernate,5.5.2,LGPL-2.1,Approved
Data Stores,Oracle,,,Prohibited
Data Stores,Pandasql,,MIT,Approved
Data Stores,pgvector,,,Approved
Data Stores,PostGIS,,GPL-2.0,Restricted
Data Stores,PostgreSQL,,,Approved
Data Stores,Prisma,5.17.0,Apache-2.0,Approved
Data Stores,RabbitMQ,3.13.6,,Restricted
Data Stores,Realm,10.52.2,,Restricted
Data Stores,Redis,7.4.0,BSD-3-Clause,Approved
Data Stores,Redux Persist,6.0.0,MIT,Approved
Data Stores,ScratchDB,,AGPL-3.0,
Data Stores,Sequelize,6.37.3,MIT,Approved
Data Stores,Snowflake,,,Approved
Data Stores,Splunk,,,Restricted
Data Stores,Spring Data,,Apache-2.0,Approved
Data Stores,SQLAlchemy,,MIT,Approved
Data Stores,SQLite,,,Approved
Data Stores,XMPP,,,Restricted
Design,Emerald  Angular Core,,,Approved
Design,Emerald Angular Components,,,Approved
Design,Emerald Core Code,,,Approved
Design,Emerald React Components,,,Approved
Design,Emerald Styles,,,Approved
Design,Font Awesome,6.6.0,,Trial
Design,FreeType,,,Approved
Languages & Frameworks,.NET,8.0.7,MIT,Approved
Languages & Frameworks,.NET Core,8.0.7,MIT,Approved
Languages & Frameworks,ActionScript,,,Approved
Languages & Frameworks,Akka,2.9.4,Apache-2.0,Approved
Languages & Frameworks,Alpine Linux,,,Approved
Languages & Frameworks,Android OS,,,Approved
Languages & Frameworks,Android SDK,,,Approved
Languages & Frameworks,Angular,18.1.3,MIT,Approved
Languages & Frameworks,AngularJS,1.8.3,MIT,
Languages & Frameworks,Animate.css,4.1.1,,Approved
Languages & Frameworks,Apache FreeMarker,,Apache-2.0,Approved
Languages & Frameworks,Apache Thrift,0.20.0,Apache-2.0,Approved
Languages & Frameworks,ASP.NET,,,Approved
Languages & Frameworks,ASP.NET Core,8.0.7,MIT,Approved
Languages & Frameworks,Assembly Language,,,Restricted
Languages & Frameworks,AutoIt,,,Restricted
Languages & Frameworks,autoprefixer,10.4.19,,Approved
Languages & Frameworks,Avro,,,Approved
Languages & Frameworks,AWK,,,Restricted
Languages & Frameworks,BabylonJS,,,
Languages & Frameworks,Bel,,,Approved
Languages & Frameworks,Bootstrap,5.3.3,MIT,Approved
Languages & Frameworks,Bootswatch,,MIT,Approved
Languages & Frameworks,Bulma,1.0.2,MIT,Restricted
Languages & Frameworks,C lang,,,Approved
Languages & Frameworks,C#,,,Approved
Languages & Frameworks,C++,,,Approved
Languages & Frameworks,Capacitor,6.1.0,MIT,Restricted
Languages & Frameworks,ceph,,,Approved
Languages & Frameworks,coffeescript,2.7.0,MIT,Restricted
Languages & Frameworks,compass,1.0.3,,
Languages & Frameworks,CSS 3,,,Approved
Languages & Frameworks,css-loader,7.1.2,MIT,Approved
Languages & Frameworks,D,,,Restricted
Languages & Frameworks,Debian,,,Trial
Languages & Frameworks,Django,4.2.5,BSD-3-Clause,Approved
Languages & Frameworks,Dojo,,,
Languages & Frameworks,DraftJS,0.11.7,MIT,Restricted
Languages & Frameworks,Echo,4.12.0,MIT,Restricted
Languages & Frameworks,ejs,3.1.10,Apache-2.0,Approved
Languages & Frameworks,Electron,31.3.1,MIT,Restricted
Languages & Frameworks,Element,2.15.13,MIT,
Languages & Frameworks,Ember.js,,,Approved
Languages & Frameworks,Emu,,MIT,Prohibited
Languages & Frameworks,ES6,,,Approved
Languages & Frameworks,Eta,,BSD-3-Clause,Prohibited
Languages & Frameworks,Eve,,Apache-2.0,Approved
Languages & Frameworks,expo,51.0.3,,
Languages & Frameworks,ExpressJS,4.19.2,MIT,Approved
Languages & Frameworks,F#,,MIT,Trial
Languages & Frameworks,fastapi,0.111.1,MIT,Approved
Languages & Frameworks,Fastify,4.28.1,,Restricted
Languages & Frameworks,Flask,3.0.0,BSD-3-Clause,Approved
Languages & Frameworks,fzf,0.54.3,MIT,
Languages & Frameworks,Gherkin,,,Approved
Languages & Frameworks,Gin Gonic,1.10.0,MIT,Approved
Languages & Frameworks,GLSL,,,Prohibited
Languages & Frameworks,Golang,,BSD-3-Clause,Approved
Languages & Frameworks,graphql,16.8.1,,Approved
Languages & Frameworks,Groovy,,Apache-2.0,Approved
Languages & Frameworks,grpc,2.46.6,Apache-2.0,Approved
Languages & Frameworks,guava,33.2.1,Apache-2.0,Approved
Languages & Frameworks,Guzzle,7.9.2,MIT,Restricted
Languages & Frameworks,Hack,,,Restricted
Languages & Frameworks,Handlebars.js,4.7.8,,Restricted
Languages & Frameworks,Hogan.js,,,Restricted
Languages & Frameworks,Ionicons,7.4.0,MIT,Restricted
Languages & Frameworks,iOS,,,
Languages & Frameworks,ipython,,,Approved
Languages & Frameworks,Iron,,MIT,Prohibited
Languages & Frameworks,Java,,,Approved
Languages & Frameworks,Java EE,,,Approved
Languages & Frameworks,JavaScript,,,Approved
Languages & Frameworks,Jinja,3.1.2,BSD-3-Clause,Trial
Languages & Frameworks,json,,,Approved
Languages & Frameworks,JSONata,2.0.5,MIT,Approved
Languages & Frameworks,Jsonnet,0.20.0,Apache-2.0,Restricted
Languages & Frameworks,JSX,,MIT,
Languages & Frameworks,Koa,2.15.3,MIT,Restricted
Languages & Frameworks,Kotlin,2.0.0,,Approved
Languages & Frameworks,Laravel,11.1.4,,Approved
Languages & Frameworks,Less,4.2.0,Apache-2.0,Restricted
Languages & Frameworks,Liquid,5.5.0,MIT,Restricted
Languages & Frameworks,Lit,0.1,MIT,
Languages & Frameworks,LiveScript,,MIT,Restricted
Languages & Frameworks,Lua,,,Approved
Languages & Frameworks,Mako,,MIT,Restricted
Languages & Frameworks,markdown,,,Approved
Languages & Frameworks,matcha,0.2.0,Apache-2.0,Prohibited
Languages & Frameworks,material-ui,5.16.6,MIT,Approved
Languages & Frameworks,Mono,,,Approved
Languages & Frameworks,Mustache,4.2.0,,Restricted
Languages & Frameworks,NestJS,10.3.2,MIT,Restricted
Languages & Frameworks,Next.js,14.2.3,,Restricted
Languages & Frameworks,Node.js,22.5.1,,Approved
Languages & Frameworks,normalize.css,,,Approved
Languages & Frameworks,Nuxt.js,3.11.2,,Prohibited
Languages & Frameworks,Objective-C,,,Approved
Languages & Frameworks,Pascal,,,Prohibited
Languages & Frameworks,Perl,,,Restricted
Languages & Frameworks,PHP,,,Restricted
Languages & Frameworks,Play,3.0.5,Apache-2.0,Approved
Languages & Frameworks,postcss,8.4.40,MIT,Approved
Languages & Frameworks,PowerShell,,,Approved
Languages & Frameworks,primeng,17.18.7,MIT,Approved
Languages & Frameworks,Project Reactor,,,Approved
Languages & Frameworks,Protobuf,27.3,,Approved
Languages & Frameworks,pug,,,
Languages & Frameworks,PureBasic,,,Restricted
Languages & Frameworks,PyQt,,,Approved
Languages & Frameworks,Python,3.10.8,,Approved
Languages & Frameworks,Qt,,,
Languages & Frameworks,QueryDSL,5.1.0,Apache-2.0,Restricted
Languages & Frameworks,R Language,,,Approved
Languages & Frameworks,React Native,0.74.4,MIT,Approved
Languages & Frameworks,React Storybook,8.2.7,MIT,Approved
Languages & Frameworks,reactstrap,9.2.2,MIT,Approved
Languages & Frameworks,Redux Observable,,,Trial
Languages & Frameworks,REST,,,Approved
Languages & Frameworks,Ruby,3.3.4,,Restricted
Languages & Frameworks,Rust,1.80.0,,Approved
Languages & Frameworks,RxJava,3.1.8,Apache-2.0,Approved
Languages & Frameworks,RxJS,7.8.1,,Approved
Languages & Frameworks,sass,1.77.0,MIT,Restricted
Languages & Frameworks,Scala,2.13.14,Apache-2.0,Trial
Languages & Frameworks,Semantic UI,2.5.0,MIT,Approved
Languages & Frameworks,ServiceStack,,,Restricted
Languages & Frameworks,Shell,,,Approved
Languages & Frameworks,sinatra,3.0.5,MIT,Restricted
Languages & Frameworks,Smalltalk,,,Restricted
Languages & Frameworks,Smarty,,,Restricted
Languages & Frameworks,Spring Cloud,,,Approved
Languages & Frameworks,Spring Framework,6.1.10,Apache-2.0,Approved
Languages & Frameworks,SQL,,,Approved
Languages & Frameworks,Starlette,0.38.2,BSD-3-Clause,Trial
Languages & Frameworks,stylus,0.63.0,MIT,Restricted
Languages & Frameworks,Swift,5.5.2,Apache-2.0,Approved
Languages & Frameworks,Symfony,7.1.3,MIT,Restricted
Languages & Frameworks,Tailwind CSS,3.4.7,MIT,Restricted
Languages & Frameworks,Toolkit,2.1.0,BSD-3-Clause,
Languages & Frameworks,tornado,6.0.4,Apache-2.0,Approved
Languages & Frameworks,Try,,MIT,Restricted
Languages & Frameworks,twig,1.17.1,,Restricted
Languages & Frameworks,TypeORM,0.3.20,MIT,Restricted
Languages & Frameworks,TypeScript,5.5.4,Apache-2.0,Approved
Languages & Frameworks,Ubuntu,,,Approved
Languages & Frameworks,Unity,,,Approved
Languages & Frameworks,Visual Basic,,,Approved
Languages & Frameworks,Vuetify,3.6.14,MIT,Restricted
Languages & Frameworks,Xamarin,,,Restricted
Languages & Frameworks,Xamarin Forms,,,Restricted
Languages & Frameworks,XML,,,
Languages & Frameworks,xtend,,,
Languages & Frameworks,yaml,2.4.2,,Approved
Languages & Frameworks,zx,,,Restricted
Libraries,@angular/animations,18.1.3,MIT,
Libraries,@angular/cdk,18.1.3,MIT,
Libraries,@angular/cli,18.1.3,MIT,
Libraries,@angular/common,18.1.3,MIT,
Libraries,@angular/compiler,18.1.3,MIT,
Libraries,@angular/compiler-cli,18.1.3,MIT,
Libraries,@angular/core,18.1.3,MIT,
Libraries,@angular/elements,18.1.3,MIT,
Libraries,@angular/flex-layout,14.0.0,MIT,
Libraries,@angular/forms,18.1.3,MIT,
Libraries,@angular/http,18.1.3,MIT,
Libraries,@angular/language-service,18.1.3,MIT,
Libraries,@angular/material,18.1.3,MIT,
Libraries,@angular/platform-browser,18.1.3,MIT,
Libraries,@angular/platform-browser-dynamic,18.1.3,MIT,
Libraries,@angular/platform-server,18.1.3,MIT,
Libraries,@angular/router,18.1.3,MIT,
Libraries,@angular/upgrade,18.1.3,MIT,
Libraries,@angularclass/hmr,3.0.0,Apache-2.0,
Libraries,@angular-devkit/build-angular,18.1.3,MIT,
Libraries,@angular-devkit/build-ng-packagr,18.1.3,MIT,
Libraries,@angular-devkit/core,18.1.3,MIT,
Libraries,@angular-devkit/schematics,18.1.3,MIT,
Libraries,@aws-sdk/config-resolver,3.374.0,Apache-2.0,
Libraries,@aws-sdk/credential-provider-node,3.572.0,Apache-2.0,
Libraries,@aws-sdk/fetch-http-handler,3.374.0,Apache-2.0,
Libraries,@aws-sdk/hash-node,3.374.0,Apache-2.0,
Libraries,@aws-sdk/middleware-content-length,3.374.0,Apache-2.0,
Libraries,@aws-sdk/middleware-stack,3.374.0,Apache-2.0,
Libraries,@aws-sdk/node-http-handler,3.374.0,Apache-2.0,
Libraries,@aws-sdk/signature-v4,3.374.0,Apache-2.0,
Libraries,@aws-sdk/types,3.567.0,Apache-2.0,
Libraries,@aws-sdk/util-body-length-browser,3.374.0,Apache-2.0,
Libraries,@aws-sdk/util-body-length-node,3.374.0,Apache-2.0,
Libraries,@aws-sdk/util-user-agent-browser,3.567.0,Apache-2.0,
Libraries,@aws-sdk/util-user-agent-node,3.567.0,Apache-2.0,
Libraries,@aws-sdk/util-utf8-browser,3.259.0,Apache-2.0,
Libraries,@aws-sdk/util-utf8-node,3.259.0,Apache-2.0,
Libraries,@babel/cli,7.24.5,MIT,
Libraries,@babel/code-frame,7.24.2,MIT,
Libraries,@babel/core,7.24.5,MIT,
Libraries,@babel/generator,7.24.5,MIT,
Libraries,@babel/helper-module-imports,7.24.1,MIT,
Libraries,@babel/helper-plugin-utils,7.24.5,MIT,
Libraries,@babel/node,7.23.9,MIT,
Libraries,@babel/parser,7.24.5,MIT,
Libraries,@babel/plugin-external-helpers,7.23.3,MIT,
Libraries,@babel/plugin-proposal-class-properties,7.22.9,MIT,
Libraries,@babel/plugin-proposal-decorators,7.24.1,MIT,
Libraries,@babel/plugin-proposal-export-default-from,7.23.3,MIT,
Libraries,@babel/plugin-proposal-json-strings,7.22.9,MIT,
Libraries,@babel/plugin-proposal-logical-assignment-operators,7.22.9,MIT,
Libraries,@babel/plugin-proposal-nullish-coalescing-operator,7.22.9,MIT,
Libraries,@babel/plugin-proposal-numeric-separator,7.22.9,MIT,
Libraries,@babel/plugin-proposal-object-rest-spread,7.22.9,MIT,
Libraries,@babel/plugin-proposal-optional-chaining,7.22.9,MIT,
Libraries,@babel/plugin-syntax-dynamic-import,7.22.9,MIT,
Libraries,@babel/plugin-syntax-import-meta,7.22.9,MIT,
Libraries,@babel/plugin-syntax-jsx,7.24.1,MIT,
Libraries,@babel/plugin-syntax-object-rest-spread,7.22.9,MIT,
Libraries,@babel/plugin-transform-arrow-functions,7.24.1,MIT,
Libraries,@babel/plugin-transform-async-to-generator,7.24.1,MIT,
Libraries,@babel/plugin-transform-classes,7.24.5,MIT,
Libraries,@babel/plugin-transform-destructuring,7.24.5,MIT,
Libraries,@babel/plugin-transform-flow-strip-types,7.24.1,MIT,
Libraries,@babel/plugin-transform-modules-commonjs,7.24.1,MIT,
Libraries,@babel/plugin-transform-modules-umd,7.24.1,MIT,
Libraries,@babel/plugin-transform-react-constant-elements,7.24.1,MIT,
Libraries,@babel/plugin-transform-react-inline-elements,7.23.3,MIT,
Libraries,@babel/plugin-transform-react-jsx,7.23.4,MIT,
Libraries,@babel/plugin-transform-regenerator,7.24.1,MIT,
Libraries,@babel/plugin-transform-runtime,7.24.1,MIT,
Libraries,@babel/plugin-transform-spread,7.24.1,MIT,
Libraries,@babel/plugin-transform-template-literals,7.24.1,MIT,
Libraries,@babel/plugin-transform-typescript,7.24.5,MIT,
Libraries,@babel/polyfill,7.22.9,MIT,
Libraries,@babel/preset-env,7.24.5,MIT,
Libraries,@babel/preset-flow,7.23.3,MIT,
Libraries,@babel/preset-react,7.24.1,MIT,
Libraries,@babel/preset-stage-0,7.22.9,MIT,
Libraries,@babel/preset-stage-3,7.22.9,MIT,
Libraries,@babel/preset-typescript,7.24.1,MIT,
Libraries,@babel/register,7.23.7,MIT,
Libraries,@babel/runtime,7.24.5,MIT,
Libraries,@babel/runtime-corejs2,7.24.5,MIT,
Libraries,@babel/runtime-corejs3,7.24.5,MIT,
Libraries,@babel/template,7.24.0,MIT,
Libraries,@babel/traverse,7.24.5,MIT,
Libraries,@babel/types,7.24.5,MIT,
Libraries,@capacitor/core,6.1.0,MIT,
Libraries,@capacitor/ios,6.1.0,MIT,
Libraries,@ckeditor/ckeditor5-ckfinder,41.3.1,CNRI-Python-GPL-Compatible,
Libraries,@commitlint/cli,19.3.1,MIT,
Libraries,@commitlint/config-angular,19.3.1,MIT,
Libraries,@commitlint/config-conventional,19.3.1,MIT,
Libraries,@compodoc/compodoc,1.1.25,MIT,
Libraries,@emotion/core,11.0.0,MIT,
Libraries,@emotion/styled,11.11.5,MIT,
Libraries,@fortawesome/fontawesome-free,6.6.0,"CC-BY-4.0,OFL-1.1,MIT",
Libraries,@fortawesome/fontawesome-svg-core,6.6.0,MIT,
Libraries,@fortawesome/free-regular-svg-icons,6.6.0,"CC-BY-4.0,MIT",
Libraries,@fortawesome/free-solid-svg-icons,6.6.0,"CC-BY-4.0,MIT",
Libraries,@fortawesome/react-fontawesome,0.2.2,MIT,
Libraries,@fortawesome/vue-fontawesome,3.0.8,MIT,
Libraries,@google-cloud/storage,7.12.0,Apache-2.0,
Libraries,@grpc/proto-loader,1.4.5,Apache-2.0,
Libraries,@hapi/code,9.0.3,BSD-3-Clause,
Libraries,@hapi/hapi,21.3.8,BSD-3-Clause,
Libraries,@hapi/joi,17.1.1,BSD-3-Clause,
Libraries,@hapi/lab,25.2.0,BSD-3-Clause,
Libraries,@hot-loader/react-dom,17.0.2,MIT,
Libraries,@ionic/storage,4.0.0,MIT,
Libraries,@ionic-native/core,6.8.0,MIT,
Libraries,@istanbuljs/nyc-config-typescript,5.1.0,ISC,
Libraries,@material-ui/core,5.16.6,MIT,
Libraries,@material-ui/icons,5.16.6,MIT,
Libraries,@material-ui/lab,5.16.6,MIT,
Libraries,@material-ui/styles,5.16.6,MIT,
Libraries,@mdx-js/react,3.0.1,MIT,
Libraries,@nestjs/common,10.3.6,MIT,
Libraries,@nestjs/core,10.3.6,MIT,
Libraries,@nestjs/testing,10.3.6,MIT,
Libraries,@ng-bootstrap/ng-bootstrap,17.0.0,MIT,
Libraries,@ngrx/effects,17.2.0,MIT,
Libraries,@ngrx/store,17.2.0,MIT,
Libraries,@ngx-translate/core,15.0.0,MIT,
